PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
697687,KUCHARSKI CAFO,PAG124862,377887,JIM & LINDA KUCHARSKI,Liberty Boro,Tioga,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/12/2024,379.3,773.03,9351 ROUTE 414,"LIBERTY, PA 16930-9505",Beef - Bull - 1500
734742,JODIE BRUBAKER FARM CAFO,PAG123690,279749,BRUBAKER JODIE,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/27/2021,1,455.18,1681 HOSSLER RD,"MANHEIM, PA 17545-9626","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
678722,JOBO HOLSTEIN FARM,PAG123812,212995,JOBO HOLSTEIN FARM LLC,Mount Pleasant Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/09/2021,995.6,1826.72,200 TALL OAKS RD,"GETTYSBURG, PA 17325-7844",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
859521,JACOB KAHLER,PAG124874,371187,KAHLER JACOB,Washington Twp,Northumberland,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/29/2022,1,266.05,2375 LINE MOUNTAIN RD,"DORNSIFE, PA 17823-7320",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
869803,JESSE WEAVER POULTRY OPERATION,PA0294241,380033,WEAVER JESSE,Fayette Twp,Juniata,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/14/2024,15.1,286.72,1145 RED BANK RD,"MC ALISTERVILLE, PA 17049-8235","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
825616,LGH FARMS LLC LAYERS,PA0266736,341942,LGH FARMS,Locust Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/23/2023,68.5,421.74,2129 MOUNTAIN RD,"CATAWISSA, PA 17820",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
697967,STOLTZFUS DUCK FARM CAFO SITE,PAG122218,253999,DALE STOLTZFUS,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/18/2024,332.1,272.93,160 FARM VIEW RD,"SCHUYLKILL HAVEN, PA 17972",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
555925,ACORN FARMS CAFO,PAG123831,136028,FRANKLIN FAMILY FARMS INC,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/19/2021,1,1299.57,14627 LURGAN RD,"ORRSTOWN, PA 17244-9635",Swine - Gestating Sow - 450 lbs
846241,GERRY NOECKER FARM,PAG123910,360024,NOECKER GERRY,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/08/2024,65.1,145.10,3485 TILDEN RD,"MOHRSVILLE, PA 19541-9269",Beef - Calf (0-8 mos) - 300 lbs (100-500)
742161,STILL WATERS FARM,PA0232327,348389,GROFF ALAN D & GROFF DOUGLAS E,White Deer Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,04/09/2024,21.5,1504.12,190 BERKEY LN,"NEW COLUMBIA, PA 17856-7002","Sheep, medium breed - Ewe - 175 lbs"
722356,JAMES BAGLEY CAFO,PA0233579,331516,BAGLEY JAMES W,Fox Twp,Sullivan,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/06/2019,1,3303.55,266 PIATT RD,"SHUNK, PA 17768-9157","Sheep, smaller breed - Ewe - 100 lbs"
776460,KEISTER FAMILY FARMS LLC TURKEY BARNS,PAG124847,312441,KEISTER FAMILY FARMS LLC,Franklin Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/11/2024,34.6,539.30,105 KEISTERS FARM LN,"MIDDLEBURG, PA 17842-9298",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
776460,KEISTER FAMILY FARMS LLC TURKEY BARNS,PAG124847,312441,KEISTER FAMILY FARMS LLC,Franklin Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/11/2024,34.6,539.30,105 KEISTERS FARM LN,"MIDDLEBURG, PA 17842-9298",Poultry - Turkey - Hen regular (6-12 wks) - 11.13 lbs (5.25-17)
723092,YIPPEE FARMS,PAG123792,248737,YIPPEE! FARMS LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/06/2024,657.3,1472.70,1103 IRON BRIDGE RD,"MOUNT JOY, PA 17552-9646",Beef - Cow - 1400 lbs
689442,GNH FARMS LLC CAFO,PA0229091,253889,GREG A HALADAY,Cleveland Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/07/2025,700.9,612.13,282 MIDDLE ROAD,"CATAWISSA, PA 17820","Goats, meat - Kid (0-1 yr) - 65 lbs (5-125)"
803315,JAMES STAHL FARM,PAG124851,321311,STAHL JAMES W,Union Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/13/2024,89.7,1434.30,4089 PRODUCE RD,"SELINSGROVE, PA 17870-8161",Light Horses & Mules - Mature - 1100 lbs
803315,JAMES STAHL FARM,PAG124851,321311,STAHL JAMES W,Union Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/13/2024,89.7,1434.30,4089 PRODUCE RD,"SELINSGROVE, PA 17870-8161",Dairy - Holstein/Brown Swiss - Bull - 1700 lbs
685018,STONE CHIMNEY FARMS,PAG123703,352687,STONE CHIMNEY FARMS LLC,Lower Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,2.5,760.64,3449 DELTA RD,"AIRVILLE, PA 17302-9331","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
809183,ROTZ DAIRY FARM,PAG123825,325620,ROTZ MILTON,Greene Twp,Franklin,SCRO,Manure Storage and Wastewater Impoundments,PAG-12 CAFO Permit,09/09/2024,703.8,1657.25,592 PINE STUMP RD,"CHAMBERSBURG, PA 17202-7347",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
703448,DARYL MARTIN LAYER FARM,PAG123597,332781,MARTIN DARYL L,Bethel Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/08/2024,1.2,292.76,204 FARMERS DR,"MYERSTOWN, PA 17067-1631",Swine - Grow finish - 165 lbs (57-273)
816154,BRIAN J HUMMER TURKEY FARM,PAG124858,333742,HUMMER BRIAN J,Valley Twp,Montour,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2022,36.6,473.51,473 COLUMBIA HILL RD,"DANVILLE, PA 17821-9317",Poultry - Turkey - Hen brooder (0-6 wks) - 2.74 lbs (0.22-5.25)
708035,HARVEST LANE FARM,PAG123662,299921,HARVEST LANE FARM LLC,Manheim Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,240,323.41,910 JAKE LANDIS RD,"LITITZ, PA 17543-8491",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
836387,CASEY CAROWICK SWINE CAFO,PAG123892,351245,CAROWICK CASEY S,Cass Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/16/2024,400.4,766.08,16946 BEAVERTOWN RD,"TODD, PA 16685-8764",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
826012,DOUG METZLER CAFO,PA0266761,303852,METZLER J DOUGLAS,Martic Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/28/2025,53.3,442.44,83 DOUTS HILL RD,"PEQUEA, PA 17565-9747",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
693179,REIFSNEIDER FARM CAFO,PAG123701,249372,CATHY L & DAVID W REIFSNEIDER,Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,13.1,383.44,2596 NEW BRIDGEVILLE RD,"FELTON, PA 17322-7705","Goats, meat - Kid (0-1 yr) - 65 lbs (5-125)"
844512,ERIC GOOD CAFO,PAG123904,357607,GOOD ERIC,Dover Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/16/2024,97.2,392.07,4840 BIESECKER RD,"THOMASVILLE, PA 17364-9625","Sheep, medium breed - Lamb (0-1 yr) - 80 lbs (10-150)"
691216,FUTURE VIEW FARM,PAG123623,290329,FUTURE VIEW FARM LLC,Pequea Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/15/2024,538.1,635.71,13 RADCLIFF RD,"WILLOW STREET, PA 17584-9770",Swine - Grow finish - 165 lbs (57-273)
690821,BRYAN BYERS FARM,PA0259900,252345,BRIAN BYERS,East Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/27/2024,271.8,178.46,81 FOUR PINES RD,"QUARRYVILLE, PA 17566-9799","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
875834,JAY SMOKER TURKEY FARM,PAG120012,376531,SMOKER JAY M,West Fallowfield Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/14/2024,130.6,414.25,710 GLEN RUN ROAD,"ATGLEN, PA 19310-1626",Poultry - Turkey - Tom (6 -18 wks) - 25.25 lbs (6.5-44)
873032,NOLT FARM 166 ULRICH RD,PA0294357,383451,NOLT WILMER W,Fulton Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/27/2024,260.2,229.51,166 ULRICH RD,"PEACH BOTTOM, PA 17563-9613",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
764609,A & L FARMS,PAG123775,309726,LINFORD SNYDER,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/10/2024,35,509.18,3304 MOUNTAIN RD,"HAMBURG, PA 19526-7910",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
777444,BIVOUAC SOW FARM,PAG123782,216104,COUNTRY VIEW FAMILY FARMS LLC,Ayr Twp,Fulton,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/14/2015,1,3271.50,15197 GREAT COVE ROAD,"BIG COVE TANNERY, PA 17212",Swine - Gestating Sow - 450 lbs
777444,BIVOUAC SOW FARM,PAG123782,216104,COUNTRY VIEW FAMILY FARMS LLC,Ayr Twp,Fulton,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/14/2015,1,3271.50,15197 GREAT COVE ROAD,"BIG COVE TANNERY, PA 17212",Swine - Sow and litter - 470 lbs
777444,BIVOUAC SOW FARM,PAG123782,216104,COUNTRY VIEW FAMILY FARMS LLC,Ayr Twp,Fulton,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,07/14/2015,1,3271.50,15197 GREAT COVE ROAD,"BIG COVE TANNERY, PA 17212",Swine - Sow and litter - 470 lbs
779500,TODD CHESTNUT FARM,PAG123784,313085,TODD CHESTNUT,Upper Mifflin Twp,Cumberland,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,571.6,1109.67,910 BRIDGEWATER RD,"NEWVILLE, PA 17241-8507",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
779500,TODD CHESTNUT FARM,PAG123784,313085,TODD CHESTNUT,Upper Mifflin Twp,Cumberland,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,571.6,1109.67,910 BRIDGEWATER RD,"NEWVILLE, PA 17241-8507",Beef - Calf (0-8 mos) - 300 lbs (100-500)
697845,L & W FARMS,PAG123609,333624,L & W FARMS LLC,Antrim Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/15/2024,233,392.58,9025 CREEK VALLEY LN,"GREENCASTLE, PA 17225-5600",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
817823,WETZEL POULTRY FARM,PAG123847,332772,WETZEL POULTRY FARM,Franklin Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/09/2021,92.5,430.31,2450 MUMMASBURG RD,"GETTYSBURG, PA 17325-7422",Beef - Cow - 1400 lbs
750578,JUNK INN FARM LLC CAFO,PAG123725,334835,JUNK INN FARMS LLC,Metal Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/14/2024,365.2,1703.16,14492 PATH VALLEY ROAD,"WILLOW HILL, PA 17271",Swine - Grow finish - 165 lbs (57-273)
808863,GARRETT WEAVER FARM,PAG123826,325619,WEAVER GARRETT,West Lampeter Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/06/2021,288.3,132.97,1501 ESHELMAN MILL RD,"WILLOW STREET, PA 17584-9550","Poultry - Duck, starter  (0-17 days) - 1.36 lbs (0.22-2.5)"
696470,HIDDEN ACRES FARM,PAG123739,219917,"HIDDEN ACRES FARMS, LLC",Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/04/2024,397.5,1107.07,2115 ROHRER RD,"MANHEIM, PA 17545-9136",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
759038,S & A KREIDER & SONS FARM CAFO,PA0261955,220363,S & A KREIDER & SONS INC,East Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/26/2024,1767.9,5195.70,761 SPRING VALLEY RD,"QUARRYVILLE, PA 17566-9773",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
555759,HUSTON HOLLOW FARM CAFO,PA0088242,216104,COUNTRY VIEW FAMILY FARMS LLC,Taylor Twp,Fulton,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/16/2022,1,3277.35,2994 S MADDEN RD,"HUSTONTOWN, PA 17229-9155",Swine - Boar - 450 lbs
555759,HUSTON HOLLOW FARM CAFO,PA0088242,216104,COUNTRY VIEW FAMILY FARMS LLC,Taylor Twp,Fulton,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/16/2022,1,3277.35,2994 S MADDEN RD,"HUSTONTOWN, PA 17229-9155",Swine - Grow finish - 165 lbs (57-273)
831040,MASON'S CHROME VIEW CAFO,PAG120011,134120,MASONS CHROME VIEW LTD,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/27/2024,716.9,1116.10,86 CHROME RD,"NOTTINGHAM, PA 19362",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
844476,"STEWHILLS FARM, LLC",PAG123905,358223,STEWHILLS FARM LLC,Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/06/2024,133.4,738.37,950 MUDDY CREEK FORKS RD,"AIRVILLE, PA 17302-9303",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
844476,"STEWHILLS FARM, LLC",PAG123905,358223,STEWHILLS FARM LLC,Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/06/2024,133.4,738.37,950 MUDDY CREEK FORKS RD,"AIRVILLE, PA 17302-9303",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
827911,SUNSET FAMILY FARMS,PAG123877,344212,SUNSET FAMILY FARMS LLC,Bethel Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/03/2024,1,382.35,264 SUNSET DR,"FREDERICKSBURG, PA 17026-9483","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
833826,REU-HEL CAFO,PAG123884,348517,TROUTMAN CONNIE & TROUTMAN SCOTT,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/29/2024,509.8,571.17,638 RAILROAD RD,"MOHRSVILLE, PA 19541-8868",Dairy - Holstein/Brown Swiss - Bull - 1700 lbs
672108,DAVID MARTIN FARM,PA0247600,237478,MARTIN DAVID H,Little Britain Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/11/2024,191.6,730.84,420 NOTTINGHAM RD,"NOTTINGHAM, PA 19362-9024","Poultry - Chickens - Pullet, brown egg (0-16 wks) - 1.54 lbs (0.08-3.0)"
706341,HILLCREST SWINE FARM,PAG124833,360613,MARTIN JERRY,Buffalo Twp,Union,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/06/2025,34.2,993.92,524 KEEFER RD,"LEWISBURG, PA 17837-7847",Light Horses & Mules - Mature - 1100 lbs
550358,R&T FARMS,PA0281786,372359,R & T FAMILY FARMS LLC,Franklin Twp,Lycoming,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/03/2023,127.3,661.99,2198 FAIRVIEW RD,"UNITYVILLE, PA 17774-9128",Swine - Grow finish - 165 lbs (57-273)
769135,ANDREW A REIFF SWINE FARM,PA0232475,317801,REIFF ANDREW A,West Buffalo Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/18/2024,43,2252.31,8245 BUFFALO RD,"MIFFLINBURG, PA 17844-7856",Swine - Grow finish - 165 lbs (57-273)
571747,WILLOW HILL FARM CAFO,PAG123777,216104,COUNTRY VIEW FAMILY FARMS LLC,Metal Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/12/2024,1,3271.50,12598 CREEK RD,"FANNETTSBURG, PA 17221-9707",Swine - Sow and litter - 470 lbs
717413,RANDY WEAVER FARM,PAG123607,297237,WEAVER RANDALL J,Marion Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/26/2024,1,913.44,3884 SMALTZ RD,"WOMELSDORF, PA 19567-9468",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
775711,ZIMMERMAN POULTRY FARM,PAG123779,350891,ZIMMERMAN JUSTIN L,Tyrone Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/08/2024,146.3,404.25,315 GREEN VALLEY RD,"LANDISBURG, PA 17040","Poultry - Chickens - Layer, brown egg (18-90 wks) - 3.85 lbs (3.35-4.34)"
769914,DOVAN FARM,PAG126107,218261,VANGILDER DAVID C,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2021,1020.6,1118.95,582 ROCKY LN,"BERLIN, PA 15530-6535",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
642779,ECKMAN FARM CAFO,PA0246948,263170,ECKMAN BRIAN D & ECKMAN DONALD M,Fulton Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/23/2022,65.3,760.22,357 BLACK BARREN RD,"PEACH BOTTOM, PA 17563-9798","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
700561,WILLOW BEHRER FARM,PA0248312,248632,WILLOW BEHRER FARM LLC,Franklin Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/16/2023,1165.8,1856.90,3288 BEHRER LN,"SPRUCE CREEK, PA 16683-1500",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
645209,GRETNA VIEW FARMS,PAG123663,388226,GRETNA VW FARMS LLC,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/30/2024,7.6,504.01,3709 N COLEBROOK RD,"MANHEIM, PA 17545-9594",Light Horses & Mules - Mature - 1100 lbs
726860,ANTHONY OBERHOLTZER FARM,PAG123675,267829,OBERHOLTZER ANTHONY,Bethel Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/29/2024,77.8,450.50,1500 PINE GROVE RD,"BETHEL, PA 19507-9513","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
810717,BEACHDALE FARMS INC,PAG126102,328644,BEACHDALE FARMS INC,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/10/2024,841.9,878.90,126 BRONCO DR,"BERLIN, PA 15530-6530",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
687915,SCATTERED ACRES FARM CAFO,PAG124856,285482,SCATTERED ACRES FARMS,Locust Twp,Columbia,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/05/2024,2706.25,2611.56,190 TYSON SCHOOL RD,"CATAWISSA, PA 17820-8212",Swine - Grow finish - 165 lbs (57-273)
743373,COURTER FINISHER FARM,PA0234087,288501,COURTER PHILIP,Porter Twp,Clinton,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,05/04/2023,251.6,1035.95,6527 JACKSONVILLE RD,"MILL HALL, PA 17751-8876",Beef - Cow - 1400 lbs
668600,ROHRER DAIRY FARM CAFO,PAG123882,202024,ROHRER DAIRY FARM LLC,Manor Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,11/23/2021,1127.8,3987.06,124 CHARLESTOWN RD,"WASHINGTON BORO, PA 17582-9669",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
696200,LANE FARM CAFO,PAG124824,253730,RODNEY E LANE,Harrison Twp,Potter,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/18/2024,444.7,842.30,251 HOWARD RD,"HARRISON VALLEY, PA 16927",Beef - Bull - 1500
696200,LANE FARM CAFO,PAG124824,253730,RODNEY E LANE,Harrison Twp,Potter,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/18/2024,444.7,842.30,251 HOWARD RD,"HARRISON VALLEY, PA 16927",Swine - Grow finish - 165 lbs (57-273)
572330,LAZY HOG FARM CAFO,PA0246603,161451,HOFFMAN CHRIS,Fayette Twp,Juniata,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,10/17/2023,1,717,4390 MOUNTAIN RD,"MCALISTERVILLE, PA 17049",Swine - Sow and litter - 470 lbs
825914,COVERED BRIDGE ROAD FARM,PAG122213,299788,SNYDER LINFORD R,Washington Twp,Schuylkill,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/24/2024,12.5,380.51,334 COVERED BRIDGE ROAD,"PINE GROVE, PA 17963","Sheep, medium breed - Lamb (0-1 yr) - 80 lbs (10-150)"
693751,GREENFIELD FARMS,PA0260169,253791,ELMER J KING,Lack Twp,Juniata,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/20/2018,906.9,442.12,6420 ROUTE 35,"EAST WATERFORD, PA 17021",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
855243,CHIQUES VIEW FARMS,PAG123928,367844,REIFF KENTON,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/24/2022,327.5,466.02,1775 PINKERTON RD,"MOUNT JOY, PA 17552-9319","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
753042,KENNETH MECK FARM,PAG123727,294135,MECK KENNETH S,Strasburg Boro,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/22/2021,76,361.55,1503 BEAVER VALLEY PIKE,"WILLOW STREET, PA 17584-9780",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
700801,GREENTREE FARMS,PAG123643,388223,GRAND OAK DAIRY LLC,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/15/2021,256,914.65,273 GREENTREE RD,"ELIZABETHTOWN, PA 17022-9641",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
735335,DEAN STUMP FARM,PAG123652,335423,STUMP DEAN,Tulpehocken Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,12.5,410.64,48 REHRERSBURG ROAD,"RICHLAND, PA 17087",Light Horses & Mules - Two Year Old (24-36 mos) - 900 lbs (800-1000)
564210,EVERGREEN FARMS INC,PA0088561,145612,EVERGREEN FARMS INC,Franklin Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,11/21/2023,2564.6,7037.08,3102 EVERGREEN LN,"SPRUCE CREEK, PA 16683-1508",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
564210,EVERGREEN FARMS INC,PA0088561,145612,EVERGREEN FARMS INC,Franklin Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,11/21/2023,2564.6,7037.08,3102 EVERGREEN LN,"SPRUCE CREEK, PA 16683-1508",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS LLC,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/15/2024,1937.9,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS LLC,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/15/2024,1937.9,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS LLC,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/15/2024,1937.9,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
